strategy,display_name,cost_bps_one_way,period,Start,End,Total Return,CAGR,Max Drawdown,Sharpe,Beta vs QQQ,Alpha Ann vs QQQ,Information Ratio vs QQQ,Up Capture vs QQQ,Down Capture vs QQQ,Turnover/Year,Average TQQQ Weight,Average Idle Asset Weight,Average Cash Weight,2022 Return,2023+ CAGR,family,throttle,throttle_description,idle_asset
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,0.0,2018-2021,2018-01-02,2021-12-31,1.5001709423142588,0.25784987300241147,-0.352043836749138,0.9184942172568866,0.8282344945092385,0.05328689968153209,0.03321246752775352,1.2171288677319339,1.4529723611307221,4.934052430090124,0.4191893819862136,0.5808106180137864,0.5808106180137864,,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,0.0,2022,2022-01-03,2022-12-30,-0.11756452831484454,-0.11886289330548838,-0.1312023896781671,-1.8184051759715867,0.037129131367456845,-0.11042089582075318,0.6984323532177448,0.0,0.18963671393966675,0.5503525005233149,0.017447319584787117,0.9825526804152128,0.9825526804152128,-0.11756452831484454,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,0.0,2023+,2023-01-03,2026-04-02,0.7982894269915983,0.19827037756744703,-0.18341364679799643,0.9301147242073575,0.8853440170442837,-0.03202818474288276,-0.45917012421045994,1.0415888660794628,1.6795341663283023,3.8343727794041618,0.4227570737448972,0.5772429262551028,0.5772429262551028,,0.19827037756744703,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,5.0,Full Sample,2018-01-02,2026-04-02,2.90310578885242,0.17955266840126627,-0.35272014897806425,0.7848856758060024,0.6703142661293966,0.06753602240699268,0.01737401804152531,1.0423914605948816,1.018843559860872,3.964539007896527,0.37197164385726905,0.6280283561427309,0.6280283561427309,-0.11780526234174549,0.19597051230591078,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,5.0,2018-2021,2018-01-02,2021-12-31,1.4756725387183893,0.2547529305433116,-0.35272014897806425,0.9102549964038518,0.8281861891311088,0.05083614512149469,0.02220835397250668,1.214023606148514,1.4598335183326823,4.934052430090124,0.4191893819862136,0.5808106180137864,0.5808106180137864,,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,5.0,2022,2022-01-03,2022-12-30,-0.11780526234174549,-0.11910610269592559,-0.13143940320947411,-1.8221448186817888,0.03713689629065071,-0.11069128304918369,0.6975688857966911,0.0,0.19002502842915886,0.5503525005233149,0.017447319584787117,0.9825526804152128,0.9825526804152128,-0.11780526234174549,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,5.0,2023+,2023-01-03,2026-04-02,0.7871156594153967,0.19597051230591078,-0.18413954712157354,0.9213420020425895,0.8854486384247848,-0.03397957529231673,-0.4731940972883959,1.0389767297348245,1.6880010428223666,3.8343727794041618,0.4227570737448972,0.5772429262551028,0.5772429262551028,,0.19597051230591078,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,10.0,Full Sample,2018-01-02,2026-04-02,2.8397880211116378,0.17721553254836686,-0.3533959167878009,0.7769702930012565,0.6703110351374454,0.06555046575087671,0.007889233111722658,1.0397438255852198,1.0235529949188933,3.964539007896527,0.37197164385726905,0.6280283561427309,0.6280283561427309,-0.1180459556751765,0.1936747528612992,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,10.0,2018-2021,2018-01-02,2021-12-31,1.4514098544465628,0.2516630591923037,-0.3533959167878009,0.9020114213624296,0.8281378837529788,0.04838539056145731,0.011205061170945094,1.2109198590863866,1.466690120954303,4.934052430090124,0.4191893819862136,0.5808106180137864,0.5808106180137864,,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,10.0,2022,2022-01-03,2022-12-30,-0.1180459556751765,-0.11934927019332786,-0.13167637667622056,-1.825872195481466,0.03714466121384458,-0.11096167027761421,0.6967052221784571,0.0,0.19041327727830837,0.5503525005233149,0.017447319584787117,0.9825526804152128,0.9825526804152128,-0.1180459556751765,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::cash,hybrid_tqqq_followup::ma60_half::cash,10.0,2023+,2023-01-03,2026-04-02,0.7760098321416897,0.1936747528612992,-0.18486489430163922,0.9125665658220913,0.8855532598052859,-0.03593096584175068,-0.4872104182591144,1.0363652984530205,1.6964659847367338,3.8343727794041618,0.4227570737448972,0.5772429262551028,0.5772429262551028,,0.1936747528612992,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",CASH
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,0.0,Full Sample,2018-01-02,2026-04-02,3.2733398211198805,0.19258673568580864,-0.352043836749138,0.8291964487997141,0.6698511584031975,0.07858735396487428,0.06976545439101359,1.0590919661044484,0.9951483489320743,3.9649496121224264,0.37146202243396564,0.5785379775660342,0.05000000000000001,-0.1169779148690363,0.2257666758213892,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,0.0,2018-2021,2018-01-02,2021-12-31,1.5001709423142588,0.25784987300241147,-0.352043836749138,0.9184942172568866,0.8282344945092385,0.05328689968153209,0.03321246752775352,1.2171288677319339,1.4529723611307221,4.946569565114114,0.4191893819862136,0.5308106180137865,0.05,,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,0.0,2022,2022-01-03,2022-12-30,-0.1169779148690363,-0.11827024469780267,-0.1312023896781671,-1.8083685325474794,0.03716878620035614,-0.10973991675364009,0.7005690795049123,0.0,0.1885644167411429,0.5503525005233149,0.017447319584787117,0.9325526804152128,0.05,-0.1169779148690363,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,0.0,2023+,2023-01-03,2026-04-02,0.9356470082511681,0.2257666758213892,-0.17947042248958178,1.0352291712130635,0.8834334307903964,-0.00887933551660602,-0.29488928198174785,1.0779289971062664,1.5960548248158948,3.8200050493859403,0.4214601966505031,0.5285398033494969,0.05,,0.2257666758213892,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,5.0,Full Sample,2018-01-02,2026-04-02,3.204024813933212,0.19022407821140574,-0.35272014897806414,0.8212768680822382,0.6698467569188401,0.07660181845894315,0.06027145517751494,1.0564362625779724,0.9998547501695847,3.9649496121224264,0.37146202243396564,0.5785379775660342,0.05000000000000001,-0.1172188089278281,0.2234232640968059,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,5.0,2018-2021,2018-01-02,2021-12-31,1.475610646904919,0.2547450775137956,-0.35272014897806414,0.9102340040665352,0.82818528072875,0.05083013760745919,0.022180414319813345,1.2140084501374235,1.4598335183326823,4.946569565114114,0.4191893819862136,0.5308106180137865,0.05,,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,5.0,2022,2022-01-03,2022-12-30,-0.1172188089278281,-0.1185136176697138,-0.13143940320947411,-1.8121091368760913,0.03717655112355002,-0.1100103039820706,0.6997055772534826,0.0,0.188952731230635,0.5503525005233149,0.017447319584787117,0.9325526804152128,0.05,-0.1172188089278281,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,5.0,2023+,2023-01-03,2026-04-02,0.9236668351796784,0.2234232640968059,-0.18019979222539684,1.0264567174913755,0.8835354400071317,-0.010822816840539737,-0.30891906216676623,1.075319450093294,1.60449802073189,3.8200050493859403,0.4214601966505031,0.5285398033494969,0.05,,0.2234232640968059,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,10.0,Full Sample,2018-01-02,2026-04-02,3.1358232381412705,0.1878657224609257,-0.353395916787801,0.8133537093418998,0.6698423554344831,0.074616282953012,0.050777764917010644,1.053781630791908,1.0045589234305796,3.9649496121224264,0.37146202243396564,0.5785379775660342,0.05000000000000001,-0.11745966226609827,0.2210840184091869,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,10.0,2018-2021,2018-01-02,2021-12-31,1.4512872839538358,0.25164739166315164,-0.353395916787801,0.9019694374298076,0.8281360669482613,0.048373375533386304,0.011149211453299992,1.2108895470642054,1.466690120954303,4.946569565114114,0.4191893819862136,0.5308106180137865,0.05,,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,10.0,2022,2022-01-03,2022-12-30,-0.11745966226609827,-0.11875694872041287,-0.13167637667622056,-1.8158375372595947,0.03718431604674389,-0.11028069121050112,0.6988418782049339,0.0,0.1893409800797845,0.5503525005233149,0.017447319584787117,0.9325526804152128,0.05,-0.11745966226609827,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::boxx,hybrid_tqqq_followup::ma60_half::boxx,10.0,2023+,2023-01-03,2026-04-02,0.9117592148550822,0.2210840184091869,-0.18092860620123086,1.0176809622857663,0.8836374492238668,-0.012766298164473406,-0.3229434279203597,1.0727106078610606,1.6129393066509141,3.8200050493859403,0.4214601966505031,0.5285398033494969,0.05,,0.2210840184091869,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",BOXX
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,0.0,Full Sample,2018-01-02,2026-04-02,6.027169526015657,0.26673210663069447,-0.4361744470553305,0.8598085269284516,1.360224821499782,0.0336146208189781,0.7075660965456323,1.578750623778917,1.6052549872508617,3.73449936933351,0.34735913204300173,0.6026408679569982,0.05000000000000001,-0.3616180446096079,0.3758701584439377,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,0.0,2018-2021,2018-01-02,2021-12-31,2.909359712379485,0.40679016398609513,-0.4361744470553305,1.0987774105390467,1.4408373494917333,0.027793178310877045,0.8572559341194503,1.675398130754633,1.8565940801245513,4.57032089317141,0.3764844004391707,0.5735155995608293,0.05000000000000001,,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,0.0,2022,2022-01-03,2022-12-30,-0.3616180446096079,-0.3649822786893806,-0.3879206015044464,-1.2737390264535369,0.9722061280871663,-0.0662546201841072,-1.3737151186505023,0.9513806559118678,1.0592198456485236,0.5058864265927977,0.015587649402390439,0.9344123505976095,0.05,-0.3616180446096079,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,0.0,2023+,2023-01-03,2026-04-02,1.8157506627463813,0.3758701584439377,-0.2931657282460369,1.176557507356088,1.522407105350021,-0.03976864984474203,0.7468580289866961,1.5857714150777078,2.114873467186429,3.7110454998273794,0.4135141892202473,0.5364858107797528,0.05,,0.3758701584439377,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,5.0,Full Sample,2018-01-02,2026-04-02,5.919771207477247,0.26436851930191496,-0.4365198004875672,0.8543892319317944,1.3602246183360966,0.03174372421737735,0.6947329276112807,1.5761757971768309,1.609692576330637,3.73449936933351,0.34735913204300173,0.6026408679569982,0.05000000000000001,-0.36177867033319777,0.37331214938527135,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,5.0,2018-2021,2018-01-02,2021-12-31,2.8738988487677375,0.4035847077402166,-0.4365198004875672,1.0927181425940793,1.4407942371639195,0.025522654342706882,0.8438110441716412,1.6723891423088795,1.8629240338097697,4.57032089317141,0.3764844004391707,0.5735155995608293,0.05000000000000001,,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,5.0,2022,2022-01-03,2022-12-30,-0.36177867033319777,-0.3651439387432053,-0.38807460914117153,-1.2745224158450312,0.9722136849764935,-0.06650301708030798,-1.379508910678903,0.9513806559118678,1.0595644568087141,0.5058864265927977,0.015587649402390439,0.9344123505976095,0.05,-0.36177867033319777,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,5.0,2023+,2023-01-03,2026-04-02,1.7988017980112083,0.37331214938527135,-0.293642217228371,1.170548796467444,1.5225115861350325,-0.04165814395732323,0.7329349938113593,1.5832189581076095,2.1231163680784078,3.7110454998273794,0.4135141892202473,0.5364858107797528,0.05,,0.37331214938527135,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,10.0,Full Sample,2018-01-02,2026-04-02,5.8139985605724975,0.26200898891947144,-0.43686498483797376,0.8489681451801678,1.3602244151724108,0.02987282761577672,0.6818925519996993,1.5736019729514303,1.6141281497393214,3.73449936933351,0.34735913204300173,0.6026408679569982,0.05000000000000001,-0.36193927142788507,0.37075856179211986,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,10.0,2018-2021,2018-01-02,2021-12-31,2.838753914088707,0.40038603220259206,-0.43686498483797376,1.0866559321372917,1.4407511248361056,0.023252130374536835,0.8303559111674814,1.669381539391438,1.8692499450882736,4.57032089317141,0.3764844004391707,0.5735155995608293,0.05000000000000001,,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,10.0,2022,2022-01-03,2022-12-30,-0.36193927142788507,-0.3653055735306514,-0.38822859316375224,-1.2753054756745519,0.9722212418658208,-0.06675141397650868,-1.3852806918018288,0.9513806559118678,1.0599090151293333,0.5058864265927977,0.015587649402390439,0.9344123505976095,0.05,-0.36193927142788507,,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
hybrid_tqqq_followup::ma60_half::qqq,hybrid_tqqq_followup::ma60_half::qqq,10.0,2023+,2023-01-03,2026-04-02,1.7819527520572027,0.37075856179211986,-0.2941184352407391,1.1645382663376105,1.5226160669200444,-0.043547638069904575,0.7190076730053774,1.5806672025729378,2.131357392420734,3.7110454998273794,0.4135141892202473,0.5364858107797528,0.05,,0.37075856179211986,hybrid_growth_tqqq_attack_followup,ma60_half,"If QQQ closes below MA60, cut the computed TQQQ target ratio by 50% and send the rest to the idle asset.",QQQ
